price,bed,bath,acre_lot,zip_code,house_size
499000.0,3.0,3.0,0.87,70050,1901.0
399999.0,2.0,1.0,2.37,70050,2330.0
875000.0,4.0,4.0,2.54,70050,2330.0
650000.0,4.0,3.0,0.95,70050,2330.0
369000.0,2.0,1.0,0.46,70050,2330.0
399900.0,3.0,1.0,0.61,70050,2330.0
449999.0,3.0,3.0,0.08,70050,1377.0
799900.0,6.0,4.0,1.67,70050,2330.0
699000.0,4.0,3.0,2.32,70050,2630.0
465000.0,5.0,3.0,0.17,70050,2386.0
474900.0,3.0,2.0,0.43,70050,2330.0
525000.0,3.0,2.0,0.28,70050,1561.0
499000.0,2.0,3.0,3.51,70050,2330.0
669500.0,4.0,3.0,0.34,70050,2330.0
449000.0,3.0,2.0,0.15,70050,2330.0
1195000.0,7.0,4.0,12.0,70050,2766.0
949900.0,4.0,3.0,0.95,70050,2330.0
675000.0,3.0,3.0,0.63,70050,2330.0
1189800.0,5.0,5.0,1.6,70050,4241.0
470000.0,3.0,2.0,0.4,70050,2330.0
525000.0,3.0,1.0,0.69,70050,2330.0
599000.0,4.0,3.0,0.29,70050,2330.0
999999.0,4.0,5.0,1.96,70050,3935.0
678000.0,4.0,3.0,0.28,70050,2650.0
789900.0,4.0,3.0,2.06,70050,2330.0
1049000.0,3.0,4.0,1.63,70050,3799.0
349900.0,3.0,3.0,1.29,70050,2330.0
450000.0,3.0,3.0,21.0,70050,2330.0
350000.0,3.0,3.0,21.949764539675066,70050,2330.0
600000.0,6.0,2.0,0.12,70050,2600.0
609900.0,2.0,3.0,0.05,70050,2330.0
595000.0,4.0,3.0,0.21,70050,2086.0
560000.0,3.0,3.0,0.87,70050,2330.0
1799000.0,5.0,5.0,5.15,70050,2330.0
1399000.0,5.0,4.0,1.56,70050,2330.0
339900.0,2.0,3.0,0.02,70010,2330.0
335000.0,3.0,2.0,0.19,70010,1552.0
410000.0,3.0,2.0,21.949764539675066,70010,2330.0
575000.0,6.0,4.0,0.26,70010,2456.0
413000.0,4.0,3.0,0.06,70020,2330.0
675000.0,3.0,3.0,0.69,70020,3528.0
439999.0,4.0,2.0,21.949764539675066,70020,1496.0
495000.0,3.0,3.0,21.949764539675066,70020,2330.0
649000.0,6.0,2.0,21.949764539675066,70020,2457.0
599000.0,5.0,3.0,0.05,70020,1869.0
780000.0,6.0,5.0,0.06,70020,2330.0
630000.0,6.0,4.0,21.949764539675066,70020,1800.0
1495000.0,3.0,2.0,0.12,70020,1104.0
1495000.0,3.0,2.0,0.12,70020,2330.0
769000.0,6.0,3.0,0.06,70020,2330.0
450000.0,3.0,3.0,0.06,70020,2330.0
635000.0,5.0,3.0,0.06,70020,2330.0
470000.0,5.0,3.0,0.15,70030,2330.0
475000.0,5.0,3.0,0.32,70030,2304.0
365000.0,2.0,3.0,2.24,70030,1720.0
299000.0,3.0,1.0,0.17,70030,2330.0
350000.0,3.0,2.0,0.11,70030,2330.0
649900.0,5.0,3.0,0.48,70030,2330.0
428888.0,4.0,3.0,0.08,70030,2330.0
499000.0,2.0,2.0,0.09,70030,1156.0
435000.0,4.0,2.0,0.13,70030,2330.0
425000.0,3.0,2.0,0.08,70030,1280.0
249900.0,1.0,1.0,0.27,70030,2330.0
450000.0,4.0,3.0,0.11,70030,2330.0
385900.0,3.0,2.0,0.08,70030,2330.0
459000.0,3.0,2.0,0.11,70030,1500.0
585000.0,6.0,4.0,0.11,70030,2750.0
1499000.0,3.0,3.0,0.09,70030,2330.0
359000.0,3.0,2.0,0.08,70030,2330.0
449988.0,5.0,3.0,0.12,70030,2330.0
269900.0,2.0,1.0,0.06,70030,2330.0
475000.0,5.0,4.0,0.13,70030,2100.0
359000.0,2.0,2.0,0.15,70030,2330.0
271000.0,2.0,1.0,1.56,70030,2330.0
539999.0,4.0,3.0,0.13,70030,2330.0
449000.0,3.0,2.0,0.56,70030,2330.0
176900.0,1.0,1.0,0.01,70030,563.0
419900.0,2.0,2.0,0.19,70030,2330.0
449000.0,4.0,2.0,0.2,70030,1865.0
419000.0,3.0,2.0,0.14,70030,2330.0
699500.0,6.0,2.0,0.12,70030,2330.0
850000.0,6.0,5.0,0.27,70030,2330.0
399000.0,2.0,3.0,21.949764539675066,70030,1709.0
389000.0,3.0,2.0,0.09,70030,2330.0
545000.0,3.0,2.0,0.08,70030,2330.0
650000.0,5.0,3.0,0.09,70030,2330.0
369900.0,3.0,3.0,0.19,70030,2330.0
176900.0,1.0,1.0,21.949764539675066,70030,2330.0
650000.0,3.0,4.0,0.06,70030,2330.0
579000.0,4.0,2.0,0.17,70030,1982.0
459000.0,3.0,2.0,0.14,70030,2330.0
395000.0,3.0,3.0,0.11,70030,2330.0
699000.0,6.0,5.0,0.17,70030,2330.0
559000.0,3.0,2.0,0.09,70030,2330.0
450000.0,3.0,2.0,0.07,70030,2330.0
475000.0,4.0,3.0,0.11,70030,2330.0
449000.0,5.0,3.0,0.06,70030,2330.0
424000.0,3.0,2.0,0.08,70030,1440.0
599000.0,5.0,2.0,0.09,70030,2330.0
635000.0,3.0,2.0,0.17,70030,1622.0
419000.0,2.0,2.0,0.09,70030,2330.0
645000.0,3.0,3.0,0.14,70030,2330.0
650000.0,4.0,4.0,0.16,70030,1939.0
675000.0,4.0,2.0,0.12,70030,2800.0
479000.0,3.0,2.0,0.14,70030,2330.0
585000.0,6.0,4.0,0.1,70030,2330.0
499900.0,5.0,3.0,0.08,70030,1998.0
499900.0,4.0,2.0,21.949764539675066,70030,1720.0
395000.0,5.0,2.0,21.949764539675066,70020,2330.0
395000.0,4.0,2.0,0.06,70020,2330.0
159900.0,1.0,1.0,0.59,70020,2330.0
169000.0,1.0,1.0,21.949764539675066,70020,505.0
389000.0,4.0,2.0,0.04,70020,2330.0
155000.0,1.0,1.0,0.04,70020,400.0
728000.0,5.0,3.0,0.11,70020,2500.0
210000.0,1.0,1.0,21.949764539675066,70020,1084.0
499000.0,6.0,3.0,0.03,70020,2330.0
314999.0,2.0,2.0,21.949764539675066,70020,2200.0
389000.0,3.0,2.0,0.04,70020,2330.0
499900.0,7.0,3.0,0.06,70020,2330.0
449000.0,3.0,2.0,0.05,70020,2032.0
479000.0,3.0,2.0,0.05,70020,1322.0
595000.0,5.0,2.0,0.06,70020,2330.0
185000.0,1.0,1.0,21.949764539675066,70020,576.0
549900.0,4.0,2.0,0.07,70020,2084.0
220000.0,3.0,3.0,0.06,70020,2330.0
599000.0,4.0,3.0,0.06,70020,2330.0
549000.0,3.0,3.0,0.07,70020,2330.0
479000.0,6.0,2.0,0.06,70020,2330.0
420000.0,2.0,2.0,0.06,70020,2330.0
560000.0,4.0,2.0,0.09,70020,2330.0
549999.0,3.0,2.0,0.13,70020,2330.0
649000.0,5.0,5.0,0.12,70020,2330.0
450000.0,3.0,3.0,0.06,70020,2330.0
699000.0,6.0,3.0,21.949764539675066,70020,2330.0
625000.0,5.0,2.0,21.949764539675066,70020,2330.0
599999.0,6.0,4.0,0.09,70020,1406.0
269000.0,3.0,3.0,0.06,70020,2330.0
365000.0,3.0,3.0,21.949764539675066,70020,2330.0
593200.0,5.0,2.0,0.06,70020,2330.0
799999.0,7.0,3.0,0.07,70020,2330.0
650000.0,4.0,3.0,0.08,70020,2330.0
475000.0,4.0,3.0,21.949764539675066,70020,2330.0
435000.0,2.0,2.0,21.949764539675066,70020,1148.0
540000.0,2.0,3.0,0.16,70020,2330.0
649000.0,3.0,3.0,0.17,70020,2330.0
284000.0,3.0,3.0,3.77,70050,2330.0
699999.0,5.0,4.0,3.76,70050,4759.0
400000.0,3.0,1.0,0.44,70060,2330.0
415000.0,4.0,1.0,0.23,70060,2330.0
415000.0,2.0,1.0,0.13,70060,2330.0
799000.0,4.0,3.0,0.57,70060,4121.0
399900.0,4.0,2.0,0.2,70060,2330.0
829000.0,4.0,3.0,0.45,70060,2508.0
290000.0,2.0,1.0,2.33,70060,2330.0
435000.0,4.0,2.0,0.13,70060,2330.0
389000.0,2.0,2.0,21.949764539675066,70060,2330.0
475000.0,4.0,3.0,0.25,70060,2330.0
425900.0,1.0,1.0,0.17,70060,2330.0
535000.0,3.0,3.0,0.32,70060,2330.0
320000.0,2.0,2.0,21.949764539675066,70060,2330.0
599000.0,3.0,3.0,0.13,70060,2330.0
569900.0,4.0,2.0,0.17,70060,2330.0
219000.0,1.0,1.0,21.949764539675066,70060,2330.0
508000.0,4.0,2.0,0.24,70060,2330.0
595000.0,3.0,2.0,0.22,70060,2330.0
1274900.0,5.0,4.0,0.5,70060,2330.0
539000.0,3.0,2.0,0.17,70060,2330.0
790000.0,4.0,4.0,0.17,70060,2357.0
499000.0,4.0,2.0,0.07,70060,2330.0
200000.0,1.0,1.0,21.949764539675066,70060,2330.0
899900.0,4.0,3.0,0.31,70060,2330.0
849000.0,4.0,4.0,0.3,70060,2330.0
849900.0,5.0,4.0,0.41,70060,2330.0
758000.0,4.0,3.0,0.27,70060,2330.0
215000.0,1.0,1.0,21.949764539675066,70060,2330.0
645000.0,2.0,4.0,21.949764539675066,70060,2039.0
589000.0,5.0,3.0,21.949764539675066,70060,2330.0
645000.0,2.0,4.0,21.949764539675066,70060,2330.0
689000.0,5.0,3.0,0.34,70060,2330.0
1587000.0,5.0,5.0,0.62,70060,2330.0
1899999.0,5.0,5.0,0.66,70060,2330.0
715000.0,4.0,3.0,0.32,70060,2330.0
399900.0,3.0,3.0,0.1,70060,2330.0
325000.0,1.0,2.0,0.03,70100,1136.0
385000.0,2.0,2.0,21.949764539675066,70100,2330.0
295000.0,1.0,1.0,21.949764539675066,70100,2330.0
269000.0,1.0,1.0,21.949764539675066,70100,2330.0
330000.0,1.0,2.0,21.949764539675066,70100,2330.0
1249000.0,5.0,5.0,0.17,70100,2330.0
245000.0,1.0,1.0,21.949764539675066,70100,2330.0
489900.0,2.0,2.0,21.949764539675066,70100,2330.0
1499000.0,5.0,3.0,0.11,70100,2330.0
499000.0,2.0,2.0,21.949764539675066,70100,2330.0
459000.0,2.0,2.0,21.949764539675066,70100,2330.0
599000.0,4.0,2.0,0.04,70100,2330.0
628888.0,3.0,3.0,21.949764539675066,70100,2330.0
479000.0,2.0,2.0,21.949764539675066,70100,2330.0
599000.0,4.0,3.0,0.08,70100,2330.0
549000.0,2.0,2.0,21.949764539675066,70100,2330.0
1288000.0,4.0,5.0,21.949764539675066,70100,2330.0
255000.0,1.0,1.0,21.949764539675066,70100,2330.0
448000.0,2.0,2.0,21.949764539675066,70100,2330.0
1598000.0,4.0,5.0,21.949764539675066,70100,2330.0
1499999.0,4.0,5.0,21.949764539675066,70100,2330.0
800000.0,4.0,4.0,0.06,70100,2330.0
849000.0,7.0,3.0,0.11,70100,2330.0
729000.0,3.0,4.0,21.949764539675066,70100,2330.0
1298000.0,4.0,5.0,21.949764539675066,70100,2330.0
520000.0,2.0,3.0,21.949764539675066,70100,2330.0
915000.0,2.0,2.0,21.949764539675066,70100,1186.0
509000.0,2.0,2.0,21.949764539675066,70100,2330.0
649000.0,5.0,2.0,0.07,70100,2330.0
999900.0,7.0,4.0,0.09,70100,2330.0
569999.0,4.0,2.0,0.06,70100,2330.0
749900.0,3.0,4.0,21.949764539675066,70100,2330.0
1350000.0,3.0,2.0,21.949764539675066,70100,1632.0
1425000.0,3.0,3.0,21.949764539675066,70100,1815.0
1425000.0,3.0,2.0,21.949764539675066,70100,1534.0
1499000.0,4.0,5.0,21.949764539675066,70100,2330.0
875000.0,3.0,4.0,21.949764539675066,70100,2330.0
1349000.0,3.0,5.0,21.949764539675066,70100,2330.0
169900.0,1.0,1.0,21.949764539675066,70110,825.0
369850.0,2.0,2.0,0.05,70110,2330.0
429900.0,6.0,2.0,0.08,70110,2330.0
399000.0,3.0,2.0,0.07,70110,2330.0
289900.0,2.0,1.0,21.949764539675066,70110,2330.0
399999.0,4.0,3.0,0.04,70110,2330.0
599900.0,5.0,3.0,0.11,70110,2330.0
399916.0,3.0,2.0,0.11,70110,2330.0
474999.0,4.0,2.0,0.09,70110,1836.0
259900.0,1.0,1.0,21.949764539675066,70110,2330.0
419000.0,5.0,3.0,0.07,70110,2330.0
134900.0,3.0,1.0,21.949764539675066,70110,2330.0
515000.0,4.0,3.0,0.11,70110,2330.0
489999.0,4.0,3.0,0.11,70110,2330.0
299000.0,3.0,1.0,0.08,70110,2330.0
549900.0,5.0,3.0,0.09,70110,2330.0
599900.0,5.0,3.0,0.14,70110,1954.0
499000.0,4.0,2.0,0.1,70110,2330.0
575000.0,4.0,3.0,0.11,70110,2330.0
500000.0,4.0,2.0,0.1,70110,1500.0
479995.0,3.0,2.0,0.12,70110,2330.0
619900.0,4.0,3.0,0.08,70110,1800.0
419000.0,5.0,3.0,0.08,70110,2330.0
399000.0,3.0,1.0,21.949764539675066,70110,2330.0
660000.0,7.0,4.0,0.15,70110,2324.0
379999.0,5.0,2.0,0.1,70110,1452.0
449000.0,4.0,4.0,0.12,70110,2330.0
499000.0,3.0,2.0,0.08,70110,2330.0
1500000.0,5.0,3.0,0.17,70110,2330.0
699900.0,7.0,3.0,0.14,70110,2330.0
599000.0,6.0,2.0,0.07,70110,2330.0
1500000.0,4.0,2.0,0.17,70110,2330.0
499999.0,3.0,2.0,0.11,70110,2330.0
575000.0,4.0,1.0,0.11,70110,2330.0
449900.0,5.0,3.0,0.12,70110,2330.0
650000.0,4.0,2.0,0.08,70110,2330.0
339000.0,3.0,1.0,0.13,70120,2330.0
420000.0,3.0,3.0,21.949764539675066,70120,2330.0
699000.0,4.0,2.0,0.11,70120,2330.0
365000.0,4.0,2.0,0.12,70120,2330.0
699000.0,3.0,6.0,0.2,70120,2330.0
600000.0,3.0,3.0,0.17,70120,2330.0
439900.0,5.0,2.0,0.12,70120,2330.0
379000.0,3.0,1.0,0.13,70120,2330.0
899000.0,5.0,4.0,0.11,70120,2330.0
530000.0,3.0,3.0,0.13,70120,2330.0
425000.0,4.0,3.0,0.14,70120,2330.0
409000.0,3.0,2.0,0.11,70120,890.0
599000.0,4.0,2.0,0.12,70120,2330.0
479000.0,4.0,1.0,0.11,70120,2330.0
449900.0,4.0,1.0,0.14,70120,2330.0
799000.0,4.0,3.0,0.26,70120,2330.0
424000.0,3.0,2.0,0.09,70120,2330.0
415000.0,3.0,1.0,0.17,70120,2330.0
799000.0,5.0,3.0,0.15,70130,2330.0
349999.0,2.0,1.0,0.16,70130,2330.0
475000.0,2.0,2.0,21.949764539675066,70130,2330.0
389900.0,3.0,1.0,21.949764539675066,70130,2330.0
750000.0,4.0,4.0,0.36,70130,2330.0
385000.0,2.0,2.0,21.949764539675066,70130,1500.0
400000.0,3.0,1.0,0.11,70130,2330.0
375000.0,2.0,3.0,21.949764539675066,70130,2330.0
434900.0,3.0,2.0,0.13,70130,2330.0
1275000.0,4.0,3.0,0.68,70130,2330.0
635000.0,3.0,3.0,0.17,70130,2330.0
575000.0,4.0,3.0,0.13,70130,2330.0
719000.0,6.0,4.0,0.25,70130,2330.0
489900.0,3.0,3.0,0.14,70130,2330.0
600000.0,4.0,3.0,0.3,70130,2330.0
369900.0,2.0,2.0,21.949764539675066,70130,1342.0
389900.0,3.0,2.0,0.11,70130,2330.0
235000.0,1.0,1.0,0.02,70130,2330.0
625000.0,5.0,2.0,0.11,70130,2330.0
238226.0,1.0,1.0,21.949764539675066,70130,2330.0
769000.0,4.0,4.0,0.11,70130,2330.0
484900.0,2.0,2.0,0.18,70130,2330.0
399999.0,3.0,1.0,0.06,70130,2330.0
500000.0,3.0,2.0,0.2,70130,2330.0
339000.0,2.0,1.0,0.11,70130,2330.0
899000.0,4.0,4.0,0.21,70130,2330.0
859900.0,3.0,3.0,0.32,70130,2330.0
529000.0,4.0,3.0,0.13,70130,2330.0
439900.0,2.0,3.0,21.949764539675066,70130,2330.0
525000.0,4.0,3.0,0.12,70130,2330.0
625000.0,3.0,2.0,0.23,70130,2330.0
475000.0,5.0,2.0,21.949764539675066,70130,2330.0
580000.0,3.0,3.0,0.11,70130,2330.0
265000.0,1.0,1.0,21.949764539675066,70130,1050.0
650000.0,4.0,3.0,0.25,70130,2330.0
594500.0,3.0,2.0,21.949764539675066,70130,2330.0
374000.0,2.0,3.0,21.949764539675066,70130,2330.0
599900.0,4.0,3.0,0.14,70130,2330.0
550000.0,2.0,2.0,21.949764539675066,70130,2330.0
425000.0,3.0,2.0,0.11,70130,2330.0
574900.0,4.0,2.0,0.15,70130,2330.0
374900.0,3.0,1.0,0.12,70160,2330.0
275000.0,2.0,2.0,0.06,70160,2330.0
509000.0,3.0,3.0,0.21,70160,2330.0
425000.0,3.0,2.0,0.11,70160,2330.0
669000.0,4.0,2.0,0.13,70160,2330.0
499000.0,2.0,3.0,0.14,70160,1450.0
695000.0,4.0,3.0,0.15,70160,2330.0
725000.0,3.0,3.0,0.13,70160,2330.0
699000.0,3.0,3.0,0.13,70160,2330.0
729000.0,4.0,4.0,0.2,70160,2330.0
660000.0,4.0,3.0,0.32,70160,2330.0
239900.0,1.0,1.0,0.05,70160,2330.0
389900.0,2.0,2.0,0.02,70160,1240.0
269000.0,2.0,1.0,0.06,70160,2330.0
359900.0,2.0,2.0,0.03,70160,2330.0
750000.0,4.0,3.0,0.23,70160,2330.0
650000.0,3.0,2.0,0.16,70160,2330.0
639900.0,4.0,3.0,0.14,70160,2330.0
925000.0,5.0,3.0,0.17,70160,2330.0
689999.0,4.0,3.0,0.16,70160,2330.0
609900.0,4.0,2.0,0.15,70160,2330.0
975000.0,4.0,4.0,0.15,70160,2330.0
589000.0,3.0,2.0,0.14,70160,2330.0
479000.0,4.0,2.0,0.17,70160,2330.0
725000.0,4.0,3.0,0.16,70160,2330.0
575000.0,4.0,2.0,0.18,70160,2330.0
439000.0,3.0,2.0,0.13,70160,2330.0
879000.0,4.0,4.0,0.19,70160,2330.0
699999.0,4.0,3.0,0.26,70160,2330.0
480000.0,3.0,2.0,0.11,70160,2330.0
775000.0,4.0,3.0,0.22,70160,2330.0
649000.0,4.0,3.0,0.21,70160,2330.0
939000.0,4.0,3.0,0.22,70160,2330.0
599000.0,4.0,2.0,0.11,70160,2330.0
575000.0,4.0,2.0,0.21,70160,2330.0
599000.0,4.0,2.0,0.23,70160,2330.0
499999.0,4.0,2.0,0.11,70160,2330.0
449999.0,4.0,1.0,0.23,70160,2330.0
625000.0,3.0,2.0,0.19,70160,1998.0
569000.0,3.0,2.0,0.14,70160,2330.0
750000.0,4.0,3.0,0.15,70160,2330.0
180000.0,2.0,2.0,1.55,70170,2330.0
248995.0,4.0,2.0,0.04,70170,2330.0
360000.0,6.0,3.0,0.11,70170,2330.0
300000.0,3.0,2.0,0.1,70170,2330.0
159900.0,2.0,1.0,21.949764539675066,70170,2330.0
140000.0,1.0,1.0,1.19,70170,899.0
174900.0,3.0,1.0,21.949764539675066,70170,2330.0
140000.0,1.0,1.0,1.14,70170,861.0
339000.0,6.0,2.0,0.1,70170,2330.0
435000.0,6.0,3.0,0.08,70170,2330.0
170000.0,1.0,1.0,21.949764539675066,70170,2330.0
700000.0,7.0,6.0,0.1,70170,2330.0
390000.0,3.0,4.0,0.12,70170,2330.0
275000.0,3.0,1.0,0.13,70170,1876.0
265000.0,2.0,3.0,0.01,70170,2330.0
299000.0,3.0,3.0,0.14,70180,2330.0
247256.0,3.0,2.0,0.09,70180,2330.0
270000.0,3.0,3.0,0.09,70180,2330.0
125000.0,2.0,1.0,2.87,70180,850.0
440000.0,6.0,3.0,0.08,70180,2330.0
80000.0,2.0,1.0,2.87,70180,900.0
389000.0,7.0,2.0,0.05,70180,2330.0
225000.0,4.0,1.0,0.12,70180,2182.0
244000.0,2.0,1.0,0.16,70180,2330.0
325000.0,4.0,2.0,0.06,70180,2330.0
299000.0,3.0,1.0,0.11,70180,1635.0
399000.0,3.0,3.0,0.19,70180,2330.0
149000.0,3.0,2.0,0.09,70180,2330.0
75000.0,1.0,1.0,2.87,70180,550.0
339000.0,5.0,3.0,0.05,70180,1819.0
399000.0,4.0,2.0,0.14,70180,2330.0
459000.0,5.0,3.0,0.04,70180,2550.0
395000.0,3.0,3.0,0.11,70180,2330.0
59000.0,1.0,1.0,2.87,70180,2330.0
459000.0,5.0,3.0,0.04,70180,2330.0
374900.0,4.0,2.0,0.06,70180,2330.0
289999.0,4.0,1.0,0.07,70180,2330.0
89995.0,1.0,1.0,2.87,70180,2330.0
180000.0,2.0,1.0,21.949764539675066,70180,790.0
350000.0,6.0,3.0,0.08,70180,2330.0
299000.0,3.0,3.0,21.949764539675066,70180,2330.0
450000.0,5.0,2.0,0.11,70180,2100.0
299900.0,3.0,1.0,0.09,70180,2330.0
369900.0,7.0,5.0,0.11,70180,2330.0
185000.0,2.0,1.0,0.02,70180,2330.0
425000.0,7.0,3.0,0.06,70180,2330.0
